model,dataset,config,bin_idx,bin_mid,n,mean_accept_rate,ci_lo,ci_hi,signal
llama,mtbench,static_3_1_4,4,0.45,361,0.6518928901200369,0.6100412930944439,0.69374448714563,top1_prob
llama,mtbench,static_3_1_4,5,0.55,350,0.7542857142857143,0.7098199120949306,0.7987515164764981,top1_prob
llama,mtbench,static_3_1_4,6,0.6500000000000001,368,0.852355072463768,0.8097327735157335,0.8949773714118024,top1_prob
llama,mtbench,static_3_1_4,7,0.75,374,0.9028520499108733,0.861486305170868,0.9442177946508786,top1_prob
llama,mtbench,static_3_1_4,8,0.8500000000000001,447,0.9746457867263236,0.940161441336638,1.0091301321160093,top1_prob
llama,mtbench,static_3_1_4,9,0.95,1911,1.121053549624978,1.1081763693324191,1.133930729917537,top1_prob
qwen,livecodebench,static_3_1_4,0,0.05,197,0.40270727580372256,0.37214981834824246,0.4332647332592027,top1_prob
qwen,livecodebench,static_3_1_4,1,0.15000000000000002,1071,0.42452536570183624,0.4111982694139075,0.43785246198976496,top1_prob
qwen,livecodebench,static_3_1_4,2,0.25,2097,0.44682880305197903,0.4365077969192385,0.45714980918471954,top1_prob
qwen,livecodebench,static_3_1_4,3,0.35000000000000003,2394,0.48816485658590913,0.4774548754123685,0.4988748377594498,top1_prob
qwen,livecodebench,static_3_1_4,4,0.45,2509,0.5420486249501794,0.530292860946027,0.5538043889543317,top1_prob
qwen,livecodebench,static_3_1_4,5,0.55,2283,0.5736603883778653,0.5607281489771478,0.5865926277785827,top1_prob
qwen,livecodebench,static_3_1_4,6,0.6500000000000001,1877,0.6156988101580535,0.6012462892614856,0.6301513310546214,top1_prob
qwen,livecodebench,static_3_1_4,7,0.75,1922,0.6801942421089143,0.6651534227256723,0.6952350614921563,top1_prob
qwen,livecodebench,static_3_1_4,8,0.8500000000000001,2077,0.7233188894238486,0.7093859651383877,0.7372518137093095,top1_prob
qwen,livecodebench,static_3_1_4,9,0.95,4761,0.872715816005041,0.8635794826517499,0.8818521493583321,top1_prob
qwen,math500,static_3_1_4,0,0.05,199,0.3953098827470687,0.3681445564976789,0.42247520899645846,top1_prob
qwen,math500,static_3_1_4,1,0.15000000000000002,1044,0.419220945083014,0.40651734290651953,0.43192454725950846,top1_prob
qwen,math500,static_3_1_4,2,0.25,1730,0.44643545279383423,0.43507862699762,0.45779227859004845,top1_prob
qwen,math500,static_3_1_4,3,0.35000000000000003,1996,0.4812959251837007,0.46946984014584553,0.49312201022155583,top1_prob
qwen,math500,static_3_1_4,4,0.45,2118,0.5284859930752281,0.5155639799166223,0.541408006233834,top1_prob
