model,dataset,config,decile,signal_mid,overspend,underspend,mean_al,n
llama,livecodebench,static_6_10_60,4,0.09104469418525696,53.95039164490861,0.8224543080939948,6.049608355091384,383
llama,livecodebench,static_3_1_4,5,0.14453649520874023,0.0,0.525065963060686,1.8733509234828496,379
llama,livecodebench,static_7_1_8,5,0.14453649520874023,5.433760683760684,0.06837606837606838,2.5662393162393164,468
llama,livecodebench,static_7_4_8,5,0.14453649520874023,5.346153846153846,0.04751131221719457,2.6538461538461537,442
llama,livecodebench,static_6_10_60,5,0.14453649520874023,56.42857142857143,0.21428571428571427,3.5714285714285716,14
llama,livecodebench,static_3_1_4,6,0.22600533068180084,0.0,0.6105990783410138,2.1566820276497696,434
llama,livecodebench,static_7_1_8,6,0.22600533068180084,4.642691415313225,0.22041763341067286,3.3573085846867747,431
llama,livecodebench,static_7_4_8,6,0.22600533068180084,4.642352941176471,0.1411764705882353,3.357647058823529,425
llama,livecodebench,static_6_10_60,6,0.22600533068180084,57.083333333333336,0.16666666666666666,2.9166666666666665,12
llama,livecodebench,static_3_1_4,7,0.34634268283843994,0.0,0.7312252964426877,2.4347826086956523,506
llama,livecodebench,static_7_1_8,7,0.34634268283843994,3.380434782608696,0.39402173913043476,4.619565217391305,368
llama,livecodebench,static_7_4_8,7,0.34634268283843994,3.64,0.31529411764705884,4.36,425
llama,livecodebench,static_6_10_60,7,0.34634268283843994,57.0,0.0,3.0,4
llama,livecodebench,static_3_1_4,8,0.5181053280830383,0.0,0.8678526048284625,3.229987293519695,787
llama,livecodebench,static_7_1_8,8,0.5181053280830383,3.1435406698564594,0.41626794258373206,4.856459330143541,209
llama,livecodebench,static_7_4_8,8,0.5181053280830383,2.9602649006622515,0.4470198675496689,5.039735099337748,302
llama,livecodebench,static_6_10_60,8,0.5181053280830383,58.0,0.0,2.0,4
llama,livecodebench,static_3_1_4,9,0.8281662464141846,0.0,0.9771359807460891,3.6666666666666665,831
llama,livecodebench,static_7_1_8,9,0.8281662464141846,0.9872340425531915,0.7872340425531915,7.012765957446809,235
llama,livecodebench,static_7_4_8,9,0.8281662464141846,1.0126582278481013,0.7932489451476793,6.987341772151899,237
llama,math500,static_3_1_4,0,0.020105667412281036,0.0,0.168141592920354,1.3539823008849559,113
llama,math500,static_7_1_8,0,0.020105667412281036,6.492957746478873,0.03286384976525822,1.5070422535211268,213
llama,math500,static_7_4_8,0,0.020105667412281036,6.391666666666667,0.008333333333333333,1.6083333333333334,120
llama,math500,static_6_10_60,0,0.020105667412281036,56.44859813084112,0.3352803738317757,3.5514018691588785,856
llama,math500,static_3_1_4,1,0.045412614941596985,0.0,0.2857142857142857,1.4857142857142858,70
llama,math500,static_7_1_8,1,0.045412614941596985,5.948571428571428,0.04,2.0514285714285716,175
llama,math500,static_7_4_8,1,0.045412614941596985,5.85,0.03,2.15,100
llama,math500,static_6_10_60,1,0.045412614941596985,55.92154811715481,0.32112970711297073,4.078451882845188,956
llama,math500,static_3_1_4,2,0.07333265244960785,0.0,0.4253731343283582,1.7835820895522387,134
llama,math500,static_7_1_8,2,0.07333265244960785,5.685897435897436,0.08974358974358974,2.3141025641025643,312
llama,math500,static_7_4_8,2,0.07333265244960785,5.804054054054054,0.02702702702702703,2.195945945945946,148
llama,math500,static_6_10_60,2,0.07333265244960785,54.705799151343705,0.6605374823196606,5.294200848656295,707
llama,math500,static_3_1_4,3,0.11538299918174744,0.0,0.4489795918367347,1.8326530612244898,245
llama,math500,static_7_1_8,3,0.11538299918174744,5.434210526315789,0.11842105263157894,2.5657894736842106,456
llama,math500,static_7_4_8,3,0.11538299918174744,5.347953216374269,0.07017543859649122,2.652046783625731,342
llama,math500,static_6_10_60,3,0.11538299918174744,53.8875968992248,0.8333333333333334,6.112403100775194,258
llama,math500,static_3_1_4,4,0.18403275310993195,0.0,0.5513196480938416,2.0762463343108504,341
llama,math500,static_7_1_8,4,0.18403275310993195,5.056974459724951,0.137524557956778,2.943025540275049,509
llama,math500,static_7_4_8,4,0.18403275310993195,4.805104408352668,0.11600928074245939,3.194895591647332,431
llama,math500,static_6_10_60,4,0.18403275310993195,55.42857142857143,0.47619047619047616,4.571428571428571,21
llama,math500,static_3_1_4,5,0.26104333996772766,0.0,0.6551724137931034,2.4376657824933687,377
llama,math500,static_7_1_8,5,0.26104333996772766,4.4762886597938145,0.21443298969072164,3.5237113402061855,485
llama,math500,static_7_4_8,5,0.26104333996772766,4.371559633027523,0.19036697247706422,3.628440366972477,436
llama,math500,static_6_10_60,5,0.26104333996772766,57.0,0.0,3.0,3
llama,math500,static_3_1_4,6,0.3517337143421173,0.0,0.7472527472527473,2.501098901098901,455
llama,math500,static_7_1_8,6,0.3517337143421173,4.1084905660377355,0.2169811320754717,3.891509433962264,424
llama,math500,static_7_4_8,6,0.3517337143421173,3.8456057007125892,0.24703087885985747,4.154394299287411,421
llama,math500,static_6_10_60,6,0.3517337143421173,56.0,0.0,4.0,1
llama,math500,static_3_1_4,7,0.4496971666812897,0.0,0.8644400785854617,2.8880157170923377,509
llama,math500,static_7_1_8,7,0.4496971666812897,3.835214446952596,0.18284424379232506,4.1647855530474045,443
llama,math500,static_7_4_8,7,0.4496971666812897,3.524355300859599,0.332378223495702,4.4756446991404015,349
llama,math500,static_3_1_4,8,0.5991339683532715,0.0,0.9156293222683264,3.1175656984785616,723
llama,math500,static_7_1_8,8,0.5991339683532715,2.6545454545454548,0.4763636363636364,5.345454545454546,275
